GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId,Human_Biotype,Mouse_Biotype,Macaque_Biotype,Human_NonCoding,Mouse_NonCoding,Macaque_NonCoding,Any_NonCoding
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101933,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099531,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094782,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094821,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094399,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000093923,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000093895,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099541,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094714,ortholog_one2many,13.1356,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095011,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100240,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099782,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100939,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100055,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095263,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101915,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095141,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099925,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101653,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096620,ortholog_one2many,15.2542,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101528,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096016,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000067909,ortholog_one2many,12.7119,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100892,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000084063,ortholog_one2many,15.2542,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101157,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094624,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100485,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000071788,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000102122,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096902,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101286,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094181,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100856,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094570,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000031125,ortholog_one2many,27.9661,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000080725,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094616,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100902,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000073247,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095793,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100645,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099840,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100726,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099894,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100032,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094746,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100467,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095293,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000082639,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101766,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100608,ortholog_one2many,24.5763,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100338,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095063,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095546,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099856,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Syne1,SYNE1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000131018,ENSMUSG00000096054,ortholog_one2one,84.9153,ENSMMUG00000019048,ortholog_one2one,98.0903,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Synm,SYNM,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000182253,ENSMUSG00000030554,ortholog_one2one,69.1374,ENSMMUG00000005220,ortholog_one2one,94.1853,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Synpo2,SYNPO2,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000172403,ENSMUSG00000050315,ortholog_one2one,79.4607,ENSMMUG00000008702,ortholog_one2one,96.9865,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Syt7,SYT7,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000011347,ENSMUSG00000024743,ortholog_one2one,97.9592,ENSMMUG00000005122,ortholog_one2one,95.6268,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Sytl1,SYTL1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000142765,ENSMUSG00000028860,ortholog_one2one,82.2064,ENSMMUG00000004768,ortholog_one2one,96.0854,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tacc2,TACC2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000138162,ENSMUSG00000030852,ortholog_one2one,59.9389,ENSMMUG00000013033,ortholog_one2one,90.1967,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tacc3,TACC3,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000013810,ENSMUSG00000037313,ortholog_one2one,38.1862,ENSMMUG00000011191,ortholog_one2one,88.7828,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tacr3,TACR3,Daneman,lung_only,FALSE,FALSE,FALSE,0,ENSG00000169836,ENSMUSG00000028172,ortholog_one2one,85.8064,ENSMMUG00000049998,ortholog_one2one,97.8495,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tada2a,TADA2A,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000277104,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Tax1bp3,TAX1BP3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000213977,ENSMUSG00000040158,ortholog_one2one,99.1936,ENSMMUG00000058688,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tbc1d14,TBC1D14,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000132405,ENSMUSG00000029192,ortholog_one2one,90.6205,ENSMMUG00000017000,ortholog_one2one,98.8456,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tbc1d4,TBC1D4,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000136111,ENSMUSG00000033083,ortholog_one2one,90.2157,ENSMMUG00000021197,ortholog_one2one,97.5347,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tbrg4,TBRG4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000136270,ENSMUSG00000000384,ortholog_one2one,75.5943,ENSMMUG00000010823,ortholog_one2one,91.4422,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tbx1,TBX1,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000184058,ENSMUSG00000009097,ortholog_one2one,88.6905,ENSMMUG00000017140,ortholog_one2one,95.6349,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tbx2,TBX2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000121068,ENSMUSG00000000093,ortholog_one2one,95.0843,ENSMMUG00000046656,ortholog_one2one,99.5787,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tbx3,TBX3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000135111,ENSMUSG00000018604,ortholog_one2one,93.7759,ENSMMUG00000015070,ortholog_one2one,99.3084,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tceal8,TCEAL8,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000180964,ENSMUSG00000051579,ortholog_one2one,72.6496,ENSMMUG00000052429,ortholog_one2one,96.5812,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tcf19,TCF19,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000233890,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Tcf23,TCF23,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000163792,ENSMUSG00000006642,ortholog_one2one,77.1028,ENSMMUG00000056872,ortholog_one2one,97.1963,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tchp,TCHP,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000139437,NA,NA,NA,ENSMMUG00000031562,ortholog_one2one,94.3775,protein_coding,NA,protein_coding,FALSE,FALSE,FALSE,FALSE
Tdg,TDG,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000139372,ENSMUSG00000034674,ortholog_one2one,88.0488,ENSMMUG00000021291,ortholog_one2one,97.8049,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tecrl,TECRL,Munji,NA,FALSE,FALSE,FALSE,0,ENSG00000205678,ENSMUSG00000049537,ortholog_one2one,82.0937,ENSMMUG00000005537,ortholog_one2one,97.7961,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tenc1,TENC1,Daneman,liver_and_lung,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Tes,TES,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000135269,ENSMUSG00000068113,ortholog_one2many,77.4347,ENSMMUG00000007097,ortholog_one2one,99.5249,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tes,TES,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000135269,ENSMUSG00000029552,ortholog_one2many,91.4489,ENSMMUG00000007097,ortholog_one2one,99.5249,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trf,TF,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000091513,ENSMUSG00000032554,ortholog_one2one,73.0659,ENSMMUG00000008916,ortholog_one2one,91.5473,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tfdp1,TFDP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000198176,ENSMUSG00000038482,ortholog_one2one,94.8781,ENSMMUG00000007423,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tfpi,TFPI,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000003436,ENSMUSG00000027082,ortholog_one2one,59.2105,ENSMMUG00000009448,ortholog_one2one,93.75,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tfpi2,TFPI2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000105825,ENSMUSG00000029664,ortholog_one2one,52.3404,ENSMMUG00000020581,ortholog_one2one,93.1915,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tfrc,TFRC,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000072274,ENSMUSG00000022797,ortholog_one2one,76.5789,ENSMMUG00000002114,ortholog_one2one,94.6053,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tgfa,TGFA,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000163235,ENSMUSG00000029999,ortholog_one2one,91.875,ENSMMUG00000010591,ortholog_one2one,93.125,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tgfb2,TGFB2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000092969,ENSMUSG00000039239,ortholog_one2one,95.8937,ENSMMUG00000004071,ortholog_one2one,99.7585,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tgfbi,TGFBI,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000120708,ENSMUSG00000035493,ortholog_one2one,90.6296,ENSMMUG00000000332,ortholog_one2one,89.4583,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tgfbr3,TGFBR3,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000069702,ENSMUSG00000029287,ortholog_one2one,81.4336,ENSMMUG00000001742,ortholog_one2one,98.0023,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tgif2,TGIF2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000118707,ENSMUSG00000062175,ortholog_one2one,93.6709,ENSMMUG00000008195,ortholog_one2one,99.1561,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tgm2,TGM2,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000198959,ENSMUSG00000037820,ortholog_one2one,84.1339,ENSMMUG00000018925,ortholog_one2one,98.9811,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Thbd,THBD,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000178726,ENSMUSG00000074743,ortholog_one2one,67.8261,ENSMMUG00000016814,ortholog_one2one,87.8261,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Thra,THRA,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000126351,ENSMUSG00000058756,ortholog_one2one,99.2683,ENSMMUG00000002931,ortholog_one2one,89.512200000000007,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Thrsp,THRSP,Daneman,liver_only,FALSE,FALSE,FALSE,0,ENSG00000151365,ENSMUSG00000035686,ortholog_one2one,84.9315,ENSMMUG00000017470,ortholog_one2one,92.4658,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Thsd1,THSD1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000136114,ENSMUSG00000031480,ortholog_one2one,78.6385,ENSMMUG00000009528,ortholog_one2one,96.1268,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tiam1,TIAM1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000156299,ENSMUSG00000002489,ortholog_one2one,95.4745,ENSMMUG00000019571,ortholog_one2one,99.3086,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tie1,TIE1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000066056,ENSMUSG00000033191,ortholog_one2one,92.6186,ENSMMUG00000010660,ortholog_one2one,98.2425,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Timm13,TIMM13,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000099800,ENSMUSG00000020219,ortholog_one2one,94.7368,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Timm22,TIMM22,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000277649,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Timp3,TIMP3,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000100234,ENSMUSG00000020044,ortholog_one2one,96.2085,ENSMMUG00000062825,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tiprl,TIPRL,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000143155,ENSMUSG00000040843,ortholog_one2one,96.6912,ENSMMUG00000021166,ortholog_one2many,99.6324,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
