GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,HumanEnsembl,MouseEnsembl,MacaqueEnsembl
Lpp,LPP,Daneman,liver_and_lung,ENSG00000145012,ENSMUSG00000033306,ENSMMUG00000016823
Lrch1,LRCH1,Daneman,liver_only,ENSG00000136141,ENSMUSG00000068015,ENSMMUG00000016293
Lrp1,LRP1,Daneman,liver_and_lung,ENSG00000123384,ENSMUSG00000040249,ENSMMUG00000021782
Lrp6,LRP6,Munji,NA,ENSG00000281324,NA,NA
Lrp6,LRP6,Munji,NA,ENSG00000070018,ENSMUSG00000030201,ENSMMUG00000023317
Lrp8,LRP8,Munji,NA,ENSG00000157193,ENSMUSG00000028613,ENSMMUG00000007612
Lrrc47,LRRC47,Munji,NA,ENSG00000130764,ENSMUSG00000029028,ENSMMUG00000032284
Lrrc49,LRRC49,Both,liver_only,ENSG00000137821,ENSMUSG00000047766,ENSMMUG00000015086
Lrrk1,LRRK1,Daneman,liver_only,ENSG00000154237,ENSMUSG00000015133,ENSMMUG00000013325
Lrrn3,LRRN3,Munji,NA,ENSG00000173114,ENSMUSG00000036295,NA
Lsm4,LSM4,Daneman,lung_only,ENSG00000130520,ENSMUSG00000031848,ENSMMUG00000004405
Lsr,LSR,Munji,NA,ENSG00000105699,ENSMUSG00000001247,ENSMMUG00000011294
Ltbp3,LTBP3,Daneman,liver_and_lung,ENSG00000168056,ENSMUSG00000024940,ENSMMUG00000023479
Ltbp4,LTBP4,Daneman,liver_only,ENSG00000090006,ENSMUSG00000040488,ENSMMUG00000020798
Ltbr,LTBR,Daneman,lung_only,ENSG00000111321,ENSMUSG00000030339,ENSMMUG00000020213
Luc7l2,LUC7L2,Daneman,liver_and_lung,ENSG00000146963,ENSMUSG00000029823,ENSMMUG00000006770
Lxn,LXN,Daneman,lung_only,ENSG00000079257,ENSMUSG00000047557,ENSMMUG00000004963
Ly6e,LY6E,Daneman,liver_only,ENSG00000278032,NA,NA
Ly6e,LY6E,Daneman,liver_only,ENSG00000160932,ENSMUSG00000022587,NA
Ly75,LY75,Both,lung_only,ENSG00000054219,ENSMUSG00000026980,NA
Ly96,LY96,Daneman,lung_only,ENSG00000154589,ENSMUSG00000025779,ENSMMUG00000003018
Lyn,LYN,Daneman,lung_only,ENSG00000254087,ENSMUSG00000042228,ENSMMUG00000014149
Lynx1,LYNX1,Daneman,liver_only,ENSG00000180155,ENSMUSG00000075605,NA
Lysmd2,LYSMD2,Daneman,liver_only,ENSG00000140280,ENSMUSG00000032184,ENSMMUG00000017437
Lzts1,LZTS1,Munji,NA,ENSG00000061337,ENSMUSG00000036306,ENSMMUG00000017711
M6pr,M6PR,Daneman,lung_only,ENSG00000003056,ENSMUSG00000007458,ENSMMUG00000017846
Mad2l1,MAD2L1,Daneman,lung_only,ENSG00000164109,ENSMUSG00000029910,ENSMMUG00000039047
Mad2l1,MAD2L1,Daneman,lung_only,ENSG00000164109,ENSMUSG00000029910,ENSMMUG00000054168
Maged2,MAGED2,Daneman,lung_only,ENSG00000102316,ENSMUSG00000025268,ENSMMUG00000007345
Mal,MAL,Daneman,liver_only,ENSG00000172005,ENSMUSG00000027375,ENSMMUG00000001936
Man1a,MAN1A1,Daneman,lung_only,ENSG00000111885,ENSMUSG00000003746,ENSMMUG00000013304
Man1c1,MAN1C1,Daneman,lung_only,ENSG00000117643,ENSMUSG00000037306,ENSMMUG00000004788
Maoa,MAOA,Munji,NA,ENSG00000189221,ENSMUSG00000025037,ENSMMUG00000019489
Maob,MAOB,Both,liver_only,ENSG00000069535,ENSMUSG00000040147,ENSMMUG00000019492
Map2k5,MAP2K5,Daneman,lung_only,ENSG00000137764,ENSMUSG00000058444,ENSMMUG00000014482
Map4k4,MAP4K4,Daneman,lung_only,ENSG00000071054,ENSMUSG00000026074,ENSMMUG00000010811
Map4k5,MAP4K5,Daneman,lung_only,ENSG00000012983,ENSMUSG00000034761,ENSMMUG00000020550
Mapk11,MAPK11,Daneman,lung_only,ENSG00000185386,ENSMUSG00000053137,ENSMMUG00000014107
Mapk6,MAPK6,Daneman,lung_only,ENSG00000069956,ENSMUSG00000042688,ENSMMUG00000029652
Mapkbp1,MAPKBP1,Daneman,lung_only,ENSG00000137802,ENSMUSG00000033902,ENSMMUG00000003839
Marcksl1,MARCKSL1,Daneman,lung_only,ENSG00000175130,ENSMUSG00000047945,ENSMMUG00000009951
Marveld1,MARVELD1,Daneman,liver_only,ENSG00000155254,ENSMUSG00000044345,ENSMMUG00000064106
Mast4,MAST4,Daneman,liver_only,ENSG00000069020,ENSMUSG00000034751,ENSMMUG00000005357
Mat2a,MAT2A,Daneman,liver_only,ENSG00000168906,ENSMUSG00000053907,ENSMMUG00000004450
Max,MAX,Munji,NA,ENSG00000125952,ENSMUSG00000059436,ENSMMUG00000004341
Mbd1,MBD1,Daneman,liver_and_lung,ENSG00000141644,ENSMUSG00000024561,ENSMMUG00000009050
Mboat1,MBOAT1,Munji,NA,ENSG00000172197,ENSMUSG00000038732,ENSMMUG00000017425
Mbp,MBP,Daneman,liver_only,ENSG00000197971,ENSMUSG00000041607,ENSMMUG00000011333
Mbtd1,MBTD1,Daneman,lung_only,ENSG00000011258,ENSMUSG00000059474,ENSMMUG00000001942
Mcc,MCC,Daneman,liver_only,ENSG00000171444,ENSMUSG00000071856,ENSMMUG00000013557
Mcf2l,MCF2L,Both,liver_only,ENSG00000126217,ENSMUSG00000031442,ENSMMUG00000048566
Mcl1,MCL1,Daneman,liver_only,ENSG00000143384,ENSMUSG00000038612,ENSMMUG00000053525
Mcm2,MCM2,Daneman,lung_only,ENSG00000073111,ENSMUSG00000002870,ENSMMUG00000000158
Mcm3,MCM3,Daneman,lung_only,ENSG00000112118,ENSMUSG00000041859,ENSMMUG00000021149
Mcm5,MCM5,Daneman,lung_only,ENSG00000100297,ENSMUSG00000005410,ENSMMUG00000021054
Mcm7,MCM7,Daneman,lung_only,ENSG00000166508,ENSMUSG00000029730,ENSMMUG00000013442
Mdh1,MDH1,Daneman,liver_and_lung,ENSG00000014641,ENSMUSG00000020321,ENSMMUG00000006163
Mdk,MDK,Daneman,lung_only,ENSG00000110492,ENSMUSG00000027239,ENSMMUG00000038138
Mecp2,MECP2,Daneman,liver_only,ENSG00000169057,ENSMUSG00000031393,ENSMMUG00000018704
Meox1,MEOX1,Daneman,lung_only,ENSG00000005102,ENSMUSG00000001493,ENSMMUG00000008995
Mertk,MERTK,Daneman,liver_only,ENSG00000153208,ENSMUSG00000014361,ENSMMUG00000010066
Mest,MEST,Daneman,lung_only,ENSG00000106484,ENSMUSG00000051855,NA
Metap2,METAP2,Daneman,lung_only,ENSG00000111142,ENSMUSG00000036112,ENSMMUG00000062006
Mfap3l,MFAP3L,Daneman,lung_only,ENSG00000198948,ENSMUSG00000031647,ENSMMUG00000040113
Mfhas1,MFHAS1,Munji,NA,ENSG00000285022,NA,NA
Mfhas1,MFHAS1,Munji,NA,ENSG00000147324,ENSMUSG00000070056,ENSMMUG00000016708
Mfsd2a,MFSD2A,Munji,NA,ENSG00000168389,ENSMUSG00000028655,ENSMMUG00000011264
Mfsd4,MFSD4,Munji,NA,NA,NA,NA
Mgp,MGP,Daneman,liver_only,ENSG00000111341,ENSMUSG00000030218,ENSMMUG00000047247
Mgst1,MGST1,Daneman,liver_only,ENSG00000008394,ENSMUSG00000008540,ENSMMUG00000057610
Mier1,MIER1,Daneman,liver_only,ENSG00000198160,ENSMUSG00000028522,ENSMMUG00000000643
Mif,MIF,Daneman,lung_only,ENSG00000276701,NA,NA
Mif,MIF,Daneman,lung_only,ENSG00000240972,ENSMUSG00000033307,NA
Mif4gd,MIF4GD,Munji,NA,ENSG00000125457,ENSMUSG00000020743,NA
Mink1,MINK1,Munji,NA,ENSG00000141503,ENSMUSG00000020827,ENSMMUG00000002404
Minpp1,MINPP1,Daneman,liver_and_lung,ENSG00000107789,ENSMUSG00000024896,NA
Mipol1,MIPOL1,Munji,NA,ENSG00000151338,ENSMUSG00000047022,ENSMMUG00000009651
Mki67,MKI67,Daneman,lung_only,ENSG00000148773,ENSMUSG00000031004,ENSMMUG00000044121
Mkl2,MKL2,Both,liver_only,NA,NA,NA
Mkrn1,MKRN1,Daneman,liver_only,ENSG00000133606,ENSMUSG00000029922,ENSMMUG00000010420
Mllt11,MLLT11,Munji,NA,ENSG00000213190,ENSMUSG00000053192,NA
Mmd,MMD,Daneman,lung_only,ENSG00000108960,ENSMUSG00000003948,ENSMMUG00000022628
Mmp15,MMP15,Daneman,lung_only,ENSG00000102996,ENSMUSG00000031790,ENSMMUG00000007052
Mmp2,MMP2,Daneman,lung_only,ENSG00000087245,ENSMUSG00000031740,ENSMMUG00000004475
Mmp23,MMP23B,Munji,NA,ENSG00000189409,ENSMUSG00000029061,ENSMMUG00000001891
Mmp25,MMP25,Munji,NA,ENSG00000008516,ENSMUSG00000023903,ENSMMUG00000009483
Mmrn1,MMRN1,Daneman,lung_only,ENSG00000138722,ENSMUSG00000054641,ENSMMUG00000022003
Mob3b,MOB3B,Munji,NA,ENSG00000120162,ENSMUSG00000073910,ENSMMUG00000062843
Morc3,MORC3,Daneman,liver_only,ENSG00000159256,ENSMUSG00000039456,ENSMMUG00000020043
Morf4l2,MORF4L2,Daneman,lung_only,ENSG00000123562,ENSMUSG00000031422,ENSMMUG00000006111
Mospd2,MOSPD2,Daneman,liver_only,ENSG00000130150,ENSMUSG00000061778,ENSMMUG00000017842
Mrpl2,MRPL2,Daneman,lung_only,ENSG00000112651,ENSMUSG00000002767,NA
Mrpl20,MRPL20,Daneman,lung_only,ENSG00000242485,ENSMUSG00000029066,NA
Mrpl27,MRPL27,Daneman,lung_only,ENSG00000108826,ENSMUSG00000024414,ENSMMUG00000030700
Mrpl27,MRPL27,Daneman,lung_only,ENSG00000108826,ENSMUSG00000024414,ENSMMUG00000017231
Mrp63,MRPL57,Daneman,lung_only,ENSG00000173141,ENSMUSG00000021967,ENSMMUG00000056205
Mrps28,MRPS28,Daneman,lung_only,ENSG00000147586,ENSMUSG00000040269,ENSMMUG00000051817
Mta1,MTA1,Munji,NA,ENSG00000182979,ENSMUSG00000021144,ENSMMUG00000017313
Mtch1,MTCH1,Daneman,lung_only,ENSG00000137409,ENSMUSG00000024012,ENSMMUG00000021976
Mtfr1,MTFR1,Daneman,liver_only,ENSG00000066855,ENSMUSG00000027601,ENSMMUG00000011263
Mtmr6,MTMR6,Munji,NA,ENSG00000139505,ENSMUSG00000021987,ENSMMUG00000018419
Mtmr9,MTMR9,Daneman,liver_only,ENSG00000285032,NA,NA
Mtmr9,MTMR9,Daneman,liver_only,ENSG00000104643,ENSMUSG00000035078,ENSMMUG00000010963
Mtus1,MTUS1,Daneman,liver_only,ENSG00000129422,ENSMUSG00000045636,ENSMMUG00000001151
Mtx2,MTX2,Daneman,lung_only,ENSG00000128654,ENSMUSG00000027099,ENSMMUG00000010185
Murc,MURC,Munji,NA,NA,NA,NA
Mvp,MVP,Daneman,liver_only,ENSG00000013364,ENSMUSG00000030681,ENSMMUG00000016422
Mxd3,MXD3,Munji,NA,ENSG00000213347,ENSMUSG00000021485,ENSMMUG00000009047
Mxra8,MXRA8,Daneman,lung_only,ENSG00000162576,ENSMUSG00000029070,ENSMMUG00000003582
Myct1,MYCT1,Daneman,lung_only,ENSG00000120279,ENSMUSG00000046916,ENSMMUG00000019073
Myh10,MYH10,Daneman,lung_only,ENSG00000133026,ENSMUSG00000020900,ENSMMUG00000023803
Myl9,MYL9,Daneman,liver_and_lung,ENSG00000101335,ENSMUSG00000067818,ENSMMUG00000059897
Mylk,MYLK,Daneman,liver_and_lung,ENSG00000065534,ENSMUSG00000022836,ENSMMUG00000014818
Myo18a,MYO18A,Daneman,lung_only,ENSG00000196535,ENSMUSG00000000631,ENSMMUG00000009938
Myo1b,MYO1B,Daneman,liver_and_lung,ENSG00000128641,ENSMUSG00000018417,ENSMMUG00000001761
Myo1d,MYO1D,Daneman,liver_only,ENSG00000176658,ENSMUSG00000035441,ENSMMUG00000014689
Myrip,MYRIP,Daneman,liver_only,ENSG00000170011,ENSMUSG00000041794,ENSMMUG00000017701
Naalad2,NAALAD2,Daneman,liver_and_lung,ENSG00000285516,NA,NA
Naalad2,NAALAD2,Daneman,liver_and_lung,ENSG00000077616,ENSMUSG00000043943,ENSMMUG00000005207
Nacc1,NACC1,Munji,NA,ENSG00000160877,ENSMUSG00000001910,ENSMMUG00000017971
Nanos1,NANOS1,Munji,NA,ENSG00000188613,ENSMUSG00000072437,ENSMMUG00000048654
Nap1l1,NAP1L1,Daneman,lung_only,ENSG00000187109,ENSMUSG00000058799,ENSMMUG00000020200
Nap1l3,NAP1L3,Daneman,liver_only,ENSG00000186310,ENSMUSG00000055733,ENSMMUG00000012702
Napepld,NAPEPLD,Munji,NA,ENSG00000275723,NA,NA
Napepld,NAPEPLD,Munji,NA,ENSG00000161048,ENSMUSG00000044968,ENSMMUG00000004236
Narf,NARF,Munji,NA,ENSG00000141562,ENSMUSG00000000056,ENSMMUG00000019224
Narg2,NARG2,Daneman,liver_only,NA,NA,NA
Nasp,NASP,Daneman,lung_only,ENSG00000132780,ENSMUSG00000028693,ENSMMUG00000023431
Cml1,NAT8B,Daneman,liver_only,ENSG00000291485,NA,NA
Cml1,NAT8B,Daneman,liver_only,ENSG00000204872,NA,NA
Nav2,NAV2,Munji,NA,ENSG00000166833,ENSMUSG00000052512,ENSMMUG00000016942
Nbeal2,NBEAL2,Daneman,liver_only,ENSG00000160796,ENSMUSG00000056724,ENSMMUG00000019813
Ncl,NCL,Daneman,lung_only,ENSG00000115053,ENSMUSG00000026234,ENSMMUG00000018094
Ncoa1,NCOA1,Munji,NA,ENSG00000084676,ENSMUSG00000020647,ENSMMUG00000020838
Nde1,NDE1,Daneman,liver_and_lung,ENSG00000275911,NA,NA
Nde1,NDE1,Daneman,liver_and_lung,ENSG00000072864,ENSMUSG00000022678,ENSMMUG00000010366
Ndel1,NDEL1,Daneman,liver_only,ENSG00000166579,ENSMUSG00000018736,ENSMMUG00000021938
Ndfip1,NDFIP1,Daneman,lung_only,ENSG00000131507,ENSMUSG00000024425,ENSMMUG00000016787
Ndn,NDN,Daneman,lung_only,ENSG00000288364,NA,NA
Ndn,NDN,Daneman,lung_only,ENSG00000182636,ENSMUSG00000033585,ENSMMUG00000005161
Ndrg1,NDRG1,Both,liver_only,ENSG00000104419,ENSMUSG00000005125,ENSMMUG00000010200
Ndst1,NDST1,Daneman,lung_only,ENSG00000070614,ENSMUSG00000054008,NA
Ndufa11,NDUFA11,Daneman,lung_only,ENSG00000292058,NA,NA
Ndufa11,NDUFA11,Daneman,lung_only,ENSG00000174886,ENSMUSG00000002379,ENSMMUG00000016665
Ndufb5,NDUFB5,Daneman,lung_only,ENSG00000136521,ENSMUSG00000027673,ENSMMUG00000009746
Ndufs2,NDUFS2,Daneman,lung_only,ENSG00000158864,ENSMUSG00000013593,ENSMMUG00000042838
Ndufs2,NDUFS2,Daneman,lung_only,ENSG00000158864,ENSMUSG00000013593,ENSMMUG00000004520
Ndufs4,NDUFS4,Daneman,lung_only,ENSG00000164258,ENSMUSG00000021764,ENSMMUG00000004861
Ndufv1,NDUFV1,Daneman,lung_only,ENSG00000167792,ENSMUSG00000037916,ENSMMUG00000018526
Necap2,NECAP2,Daneman,lung_only,ENSG00000291380,NA,NA
Necap2,NECAP2,Daneman,lung_only,ENSG00000157191,ENSMUSG00000028923,ENSMMUG00000019940
Nedd9,NEDD9,Daneman,liver_only,ENSG00000111859,ENSMUSG00000021365,ENSMMUG00000016135
Nek1,NEK1,Daneman,liver_only,ENSG00000137601,ENSMUSG00000031644,ENSMMUG00000012244
Nek3,NEK3,Munji,NA,ENSG00000136098,ENSMUSG00000031478,ENSMMUG00000016530
Nek6,NEK6,Daneman,lung_only,ENSG00000119408,ENSMUSG00000026749,ENSMMUG00000007354
Nek7,NEK7,Daneman,liver_only,ENSG00000151414,ENSMUSG00000026393,ENSMMUG00000021649
Net1,NET1,Munji,NA,ENSG00000173848,ENSMUSG00000021215,ENSMMUG00000017443
Neurl2,NEURL2,Munji,NA,ENSG00000124257,ENSMUSG00000039873,ENSMMUG00000058326
Nfatc1,NFATC1,Daneman,liver_only,ENSG00000131196,ENSMUSG00000033016,ENSMMUG00000022596
Nfatc2ip,NFATC2IP,Munji,NA,ENSG00000176953,ENSMUSG00000030722,ENSMMUG00000006878
Nfib,NFIB,Daneman,liver_only,ENSG00000147862,ENSMUSG00000008575,ENSMMUG00000014697
Nfic,NFIC,Munji,NA,ENSG00000141905,ENSMUSG00000055053,ENSMMUG00000003439
Nfix,NFIX,Daneman,liver_only,ENSG00000008441,ENSMUSG00000001911,ENSMMUG00000019292
Ngrn,NGRN,Daneman,liver_only,ENSG00000182768,ENSMUSG00000047084,ENSMMUG00000059888
Ngrn,NGRN,Daneman,liver_only,ENSG00000182768,ENSMUSG00000047084,ENSMMUG00000057144
Nhsl1,NHSL1,Munji,NA,ENSG00000135540,ENSMUSG00000039835,ENSMMUG00000000123
Nid1,NID1,Daneman,liver_and_lung,ENSG00000116962,ENSMUSG00000005397,ENSMMUG00000012716
Nid2,NID2,Daneman,lung_only,ENSG00000087303,ENSMUSG00000021806,ENSMMUG00000018201
Nipa2,NIPA2,Daneman,lung_only,ENSG00000140157,ENSMUSG00000030452,ENSMMUG00000003892
Nme1,NME1,Daneman,lung_only,ENSG00000239672,ENSMUSG00000037601,NA
Nomo1,NOMO1,Both,lung_only,ENSG00000274779,NA,NA
Nomo1,NOMO1,Both,lung_only,ENSG00000103512,ENSMUSG00000030835,ENSMMUG00000005919
Nomo1,NOMO2,Both,lung_only,ENSG00000185164,ENSMUSG00000030835,ENSMMUG00000005919
Nomo1,NOMO3,Both,lung_only,ENSG00000278087,NA,NA
Nomo1,NOMO3,Both,lung_only,ENSG00000103226,ENSMUSG00000030835,ENSMMUG00000005919
Notch3,NOTCH3,Daneman,liver_and_lung,ENSG00000074181,ENSMUSG00000038146,ENSMMUG00000013637
Notum,NOTUM,Munji,NA,ENSG00000185269,ENSMUSG00000042988,ENSMMUG00000049343
Nov,NOV,Daneman,liver_only,NA,NA,NA
Npl,NPL,Daneman,lung_only,ENSG00000135838,ENSMUSG00000042684,ENSMMUG00000008992
Npm1,NPM1,Daneman,lung_only,ENSG00000181163,NA,ENSMMUG00000015781
Npnt,NPNT,Daneman,lung_only,ENSG00000168743,ENSMUSG00000040998,ENSMMUG00000023428
Npr2,NPR2,Daneman,liver_only,ENSG00000159899,ENSMUSG00000028469,ENSMMUG00000016334
Nr1d1,NR1D1,Daneman,liver_only,ENSG00000126368,ENSMUSG00000020889,ENSMMUG00000002933
Nr2f1,NR2F1,Daneman,liver_and_lung,ENSG00000175745,ENSMUSG00000069171,ENSMMUG00000006209
Nr2f2,NR2F2,Daneman,liver_and_lung,ENSG00000185551,ENSMUSG00000030551,ENSMMUG00000005430
Nr2f6,NR2F6,Daneman,lung_only,ENSG00000160113,ENSMUSG00000002393,ENSMMUG00000028849
Nr3c1,NR3C1,Daneman,liver_only,ENSG00000113580,ENSMUSG00000024431,ENSMMUG00000000421
Nr4a1,NR4A1,Munji,NA,ENSG00000123358,ENSMUSG00000023034,ENSMMUG00000022922
Nrarp,NRARP,Daneman,lung_only,ENSG00000198435,ENSMUSG00000078202,ENSMMUG00000014322
Nrip1,NRIP1,Daneman,lung_only,ENSG00000180530,ENSMUSG00000048490,ENSMMUG00000058750
Nrp2,NRP2,Daneman,lung_only,ENSG00000118257,ENSMUSG00000025969,ENSMMUG00000020052
Nsmce1,NSMCE1,Daneman,lung_only,ENSG00000169189,ENSMUSG00000030750,ENSMMUG00000015832
Nsun5,NSUN5,Munji,NA,ENSG00000130305,ENSMUSG00000000916,ENSMMUG00000022776
Nt5c2,NT5C2,Both,liver_only,ENSG00000076685,ENSMUSG00000025041,ENSMMUG00000003749
Ntn1,NTN1,Daneman,liver_and_lung,ENSG00000065320,ENSMUSG00000020902,ENSMMUG00000055290
Ntn4,NTN4,Daneman,liver_only,ENSG00000074527,ENSMUSG00000020019,ENSMMUG00000000521
Nubpl,NUBPL,Daneman,lung_only,ENSG00000151413,ENSMUSG00000035142,ENSMMUG00000012726
Nudt12,NUDT12,Munji,NA,ENSG00000112874,ENSMUSG00000024228,ENSMMUG00000017250
Nudt21,NUDT21,Daneman,lung_only,ENSG00000167005,ENSMUSG00000031754,ENSMMUG00000038955
Nup210,NUP210,Daneman,lung_only,ENSG00000132182,ENSMUSG00000030091,ENSMMUG00000015979
Nup98,NUP98,Daneman,liver_only,ENSG00000110713,ENSMUSG00000063550,ENSMMUG00000003950
Oas1a,OAS1,Daneman,liver_only,ENSG00000089127,ENSMUSG00000029605,ENSMMUG00000012782
Oas1a,OAS1,Daneman,liver_only,ENSG00000089127,ENSMUSG00000053765,ENSMMUG00000012782
Oas1a,OAS1,Daneman,liver_only,ENSG00000089127,ENSMUSG00000001166,ENSMMUG00000012782
Oas1a,OAS1,Daneman,liver_only,ENSG00000089127,ENSMUSG00000052776,ENSMMUG00000012782
Oas1a,OAS1,Daneman,liver_only,ENSG00000089127,ENSMUSG00000066867,ENSMMUG00000012782
Oas1a,OAS1,Daneman,liver_only,ENSG00000089127,ENSMUSG00000001168,ENSMMUG00000012782
Oas1a,OAS1,Daneman,liver_only,ENSG00000089127,ENSMUSG00000066861,ENSMMUG00000012782
Oas1a,OAS1,Daneman,liver_only,ENSG00000089127,ENSMUSG00000032623,ENSMMUG00000012782
Oaz1,OAZ1,Daneman,lung_only,ENSG00000104904,ENSMUSG00000035242,ENSMMUG00000017949
Ocln,OCLN,Munji,NA,ENSG00000273814,NA,NA
Ocln,OCLN,Munji,NA,ENSG00000197822,ENSMUSG00000021638,ENSMMUG00000006216
Ogn,OGN,Daneman,liver_and_lung,ENSG00000291350,NA,NA
Ogn,OGN,Daneman,liver_and_lung,ENSG00000106809,ENSMUSG00000021390,ENSMMUG00000004634
Ogt,OGT,Daneman,liver_only,ENSG00000147162,ENSMUSG00000034160,ENSMMUG00000015238
Olfm1,OLFM1,Daneman,lung_only,ENSG00000130558,ENSMUSG00000026833,ENSMMUG00000017506
Oraov1,ORAOV1,Daneman,liver_only,NA,NA,NA
Osbpl1a,OSBPL1A,Both,liver_only,ENSG00000141447,ENSMUSG00000044252,ENSMMUG00000004350
Osbpl2,OSBPL2,Daneman,liver_only,ENSG00000130703,ENSMUSG00000039050,ENSMMUG00000012623
Osbpl9,OSBPL9,Daneman,liver_only,ENSG00000117859,ENSMUSG00000028559,ENSMMUG00000004735
Otud1,OTUD1,Daneman,liver_only,ENSG00000165312,ENSMUSG00000043415,ENSMMUG00000009247
Otud7b,OTUD7B,Munji,NA,ENSG00000264522,ENSMUSG00000038495,ENSMMUG00000007244
Oxa1l,OXA1L,Daneman,lung_only,ENSG00000155463,ENSMUSG00000000959,ENSMMUG00000000411
Oxr1,OXR1,Daneman,liver_only,ENSG00000164830,ENSMUSG00000022307,ENSMMUG00000017845
P2rx4,P2RX4,Daneman,liver_only,ENSG00000135124,ENSMUSG00000029470,ENSMMUG00000003521
P2ry14,P2RY14,Daneman,liver_and_lung,ENSG00000174944,ENSMUSG00000036381,ENSMMUG00000017245
P4ha1,P4HA1,Daneman,liver_and_lung,ENSG00000122884,ENSMUSG00000019916,ENSMMUG00000011274
Pacsin3,PACSIN3,Daneman,liver_only,ENSG00000165912,ENSMUSG00000027257,ENSMMUG00000006359
Palm,PALM,Daneman,liver_only,ENSG00000099864,ENSMUSG00000035863,ENSMMUG00000022877
Palmd,PALMD,Munji,NA,ENSG00000099260,ENSMUSG00000033377,ENSMMUG00000016335
Paqr5,PAQR5,Both,liver_only,ENSG00000137819,ENSMUSG00000032278,ENSMMUG00000014886
Pard6g,PARD6G,Daneman,lung_only,ENSG00000178184,ENSMUSG00000056214,ENSMMUG00000056088
Parp12,PARP12,Daneman,liver_only,ENSG00000059378,ENSMUSG00000038507,ENSMMUG00000004224
Parp14,PARP14,Daneman,liver_only,ENSG00000173193,ENSMUSG00000034422,ENSMMUG00000022569
Parp9,PARP9,Daneman,liver_only,ENSG00000138496,ENSMUSG00000022906,ENSMMUG00000016381
Parva,PARVA,Daneman,liver_and_lung,ENSG00000197702,ENSMUSG00000030770,ENSMMUG00000020956
Parvb,PARVB,Munji,NA,ENSG00000188677,ENSMUSG00000022438,ENSMMUG00000015448
Patz1,PATZ1,Munji,NA,ENSG00000100105,ENSMUSG00000020453,ENSMMUG00000013911
Pbx1,PBX1,Daneman,liver_only,ENSG00000185630,ENSMUSG00000052534,ENSMMUG00000019108
Pcx,PC,Both,lung_only,ENSG00000173599,ENSMUSG00000024892,ENSMMUG00000004533
Pcca,PCCA,Munji,NA,ENSG00000175198,ENSMUSG00000041650,ENSMMUG00000004493
Pcdh12,PCDH12,Daneman,lung_only,ENSG00000113555,ENSMUSG00000024440,ENSMMUG00000006291
Pcdh17,PCDH17,Daneman,lung_only,ENSG00000118946,ENSMUSG00000035566,ENSMMUG00000022272
Pcdh19,PCDH19,Munji,NA,ENSG00000165194,ENSMUSG00000051323,ENSMMUG00000011078
Pcgf5,PCGF5,Daneman,liver_only,ENSG00000180628,ENSMUSG00000024805,ENSMMUG00000038018
Pcmtd1,PCMTD1,Munji,NA,ENSG00000168300,ENSMUSG00000051285,ENSMMUG00000003347
Pcmtd2,PCMTD2,Daneman,liver_only,ENSG00000280663,NA,NA
Pcmtd2,PCMTD2,Daneman,liver_only,ENSG00000203880,ENSMUSG00000027589,ENSMMUG00000002316
Pcolce,PCOLCE,Daneman,liver_and_lung,ENSG00000106333,ENSMUSG00000029718,ENSMMUG00000002947
Pde2a,PDE2A,Daneman,liver_only,ENSG00000186642,ENSMUSG00000110195,NA
Pde3b,PDE3B,Daneman,lung_only,ENSG00000152270,ENSMUSG00000030671,ENSMMUG00000000759
Pde4b,PDE4B,Daneman,lung_only,ENSG00000184588,ENSMUSG00000028525,ENSMMUG00000007490
Pde8b,PDE8B,Daneman,liver_and_lung,ENSG00000113231,ENSMUSG00000021684,ENSMMUG00000021358
Pdgfrb,PDGFRB,Daneman,liver_and_lung,ENSG00000113721,ENSMUSG00000024620,ENSMMUG00000011557
Pdia3,PDIA3,Daneman,lung_only,ENSG00000167004,ENSMUSG00000027248,ENSMMUG00000001682
Pdia3,PDIA3,Daneman,lung_only,ENSG00000167004,ENSMUSG00000027248,ENSMMUG00000054976
Pdik1l,PDIK1L,Daneman,liver_only,ENSG00000175087,ENSMUSG00000050890,ENSMMUG00000016874
Pdk2,PDK2,Munji,NA,ENSG00000005882,ENSMUSG00000038967,ENSMMUG00000014685
Pdlim5,PDLIM5,Daneman,liver_only,ENSG00000163110,ENSMUSG00000028273,ENSMMUG00000022246
Pdlim7,PDLIM7,Daneman,lung_only,ENSG00000196923,ENSMUSG00000021493,ENSMMUG00000003146
Pdxk,PDXK,Both,liver_only,ENSG00000160209,ENSMUSG00000032788,ENSMMUG00000062457
Per1,PER1,Munji,NA,ENSG00000179094,ENSMUSG00000020893,ENSMMUG00000021798
Perp,PERP,Daneman,liver_and_lung,ENSG00000112378,ENSMUSG00000019851,ENSMMUG00000049387
Pfkfb3,PFKFB3,Daneman,lung_only,ENSG00000170525,ENSMUSG00000026773,ENSMMUG00000010596
Pfkp,PFKP,Daneman,lung_only,ENSG00000067057,ENSMUSG00000021196,ENSMMUG00000004935
Pfn1,PFN1,Daneman,lung_only,ENSG00000108518,ENSMUSG00000018293,ENSMMUG00000051787
Pgd,PGD,Daneman,lung_only,ENSG00000142657,ENSMUSG00000028961,ENSMMUG00000023029
Pglyrp1,PGLYRP1,Munji,NA,ENSG00000008438,ENSMUSG00000030413,ENSMMUG00000008742
