GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId
Sox11,SOX11,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000176887,ENSMUSG00000063632,ortholog_one2one,78.2313,ENSMMUG00000038367,ortholog_one2one,99.093
Sox17,SOX17,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000164736,ENSMUSG00000025902,ortholog_one2one,84.5411,ENSMMUG00000063192,ortholog_one2one,96.6184
Sox18,SOX18,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000203883,ENSMUSG00000046470,ortholog_one2one,86.1979,ENSMMUG00000050871,ortholog_one2one,98.6979
Sox4,SOX4,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000124766,ENSMUSG00000076431,ortholog_one2one,81.2236,ENSMMUG00000014454,ortholog_one2one,95.3587
Sox9,SOX9,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000125398,ENSMUSG00000000567,ortholog_one2one,97.053,ENSMMUG00000063817,ortholog_one2one,99.6071
Sparcl1,SPARCL1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000152583,ENSMUSG00000029309,ortholog_one2one,64.759,ENSMMUG00000019047,ortholog_one2one,92.3193
Spata5l1,SPATA5L1,Munji,NA,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Spock2,SPOCK2,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000107742,ENSMUSG00000058297,ortholog_one2one,93.6321,ENSMMUG00000002122,ortholog_one2one,98.3491
Spred2,SPRED2,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000198369,ENSMUSG00000045671,ortholog_one2one,92.1053,ENSMMUG00000044784,ortholog_one2one,98.0861
Spry4,SPRY4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000187678,ENSMUSG00000024427,ortholog_one2one,92.9766,ENSMMUG00000014175,ortholog_one2one,97.9933
Spsb1,SPSB1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000171621,ENSMUSG00000039911,ortholog_one2one,98.5348,ENSMMUG00000002052,ortholog_one2one,99.6337
Srf,SRF,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000112658,ENSMUSG00000015605,ortholog_one2one,96.4567,ENSMMUG00000000033,ortholog_one2one,99.4094
Srgap2,SRGAP2,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000266028,ENSMUSG00000026425,ortholog_one2many,98.226,ENSMMUG00000022614,ortholog_one2many,99.9066
Srm,SRM,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000116649,ENSMUSG00000006442,ortholog_one2one,94.702,ENSMMUG00000021570,ortholog_one2one,81.1258
Srp9,SRP9,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000143742,ENSMUSG00000026511,ortholog_one2one,93.0233,ENSMMUG00000000134,ortholog_one2one,60.4651
Srpk2,SRPK2,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000135250,ENSMUSG00000062604,ortholog_one2one,90.9871,ENSMMUG00000022732,ortholog_one2one,96.4235
Ssbp4,SSBP4,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000130511,ENSMUSG00000070003,ortholog_one2one,83.6364,ENSMMUG00000021182,ortholog_one2one,96.6234
Ssr2,SSR2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000163479,ENSMUSG00000041355,ortholog_one2one,97.2678,ENSMMUG00000013495,ortholog_one2one,99.4536
Ssr4,SSR4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000180879,ENSMUSG00000002014,ortholog_one2one,95.3757,ENSMMUG00000003375,ortholog_one2one,98.8439
St3gal6,ST3GAL6,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000064225,ENSMUSG00000022747,ortholog_one2one,74.0181,ENSMMUG00000017436,ortholog_one2one,100
St6gal1,ST6GAL1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000073849,ENSMUSG00000022885,ortholog_one2one,79.5566,ENSMMUG00000014905,ortholog_one2one,97.5369
St6galnac2,ST6GALNAC2,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000070731,ENSMUSG00000057286,ortholog_one2one,74.8663,ENSMMUG00000022273,ortholog_one2one,81.2834
St6galnac3,ST6GALNAC3,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000184005,ENSMUSG00000052544,ortholog_one2one,84.918,ENSMMUG00000005990,ortholog_one2one,97.7049
St8sia4,ST8SIA4,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000113532,ENSMUSG00000040710,ortholog_one2one,97.7716,ENSMMUG00000013109,ortholog_one2one,99.7215
Stab1,STAB1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000010327,ENSMUSG00000042286,ortholog_one2one,81.8288,ENSMMUG00000017351,ortholog_one2one,96.537
Stard10,STARD10,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000214530,ENSMUSG00000030688,ortholog_one2one,97.2509,ENSMMUG00000039301,ortholog_one2one,98.9691
Stard3,STARD3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000131748,ENSMUSG00000018167,ortholog_one2one,93.7079,ENSMMUG00000001343,ortholog_one2one,97.7528
Stat1,STAT1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000115415,ENSMUSG00000026104,ortholog_one2one,93.4667,ENSMMUG00000005613,ortholog_one2one,99.3333
Stat3,STAT3,Daneman,liver_only,TRUE,TRUE,FALSE,2,ENSG00000168610,ENSMUSG00000004040,ortholog_one2one,99.8701,ENSMMUG00000010707,ortholog_one2one,100
Steap3,STEAP3,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000115107,ENSMUSG00000026389,ortholog_one2one,85.1406,ENSMMUG00000039972,ortholog_one2one,97.5904
Stk11ip,STK11IP,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000144589,ENSMUSG00000026213,ortholog_one2one,74.6324,ENSMMUG00000002519,ortholog_one2one,90.9007
Stmn2,STMN2,Daneman,liver_only,FALSE,FALSE,FALSE,0,ENSG00000104435,ENSMUSG00000027500,ortholog_one2one,100,ENSMMUG00000000507,ortholog_one2one,100
Stom,STOM,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000148175,ENSMUSG00000026880,ortholog_one2one,86.1111,ENSMMUG00000013024,ortholog_one2many,99.3056
Stom,STOM,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000148175,ENSMUSG00000026880,ortholog_one2one,86.1111,ENSMMUG00000062333,ortholog_one2many,75
Stra6,STRA6,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000288257,NA,NA,NA,NA,NA,NA
Stx12,STX12,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000117758,ENSMUSG00000028879,ortholog_one2one,92.029,NA,NA,NA
Stx3,STX3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000166900,ENSMUSG00000041488,ortholog_one2one,87.8893,ENSMMUG00000062571,ortholog_one2one,98.9619
Stx6,STX6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000135823,ENSMUSG00000026470,ortholog_one2one,94.5098,ENSMMUG00000020021,ortholog_one2one,99.6078
Stxbp6,STXBP6,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000168952,ENSMUSG00000046314,ortholog_one2one,98.5714,ENSMMUG00000015442,ortholog_one2one,100
Sugp2,SUGP2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000064607,ENSMUSG00000036054,ortholog_one2one,73.9372,ENSMMUG00000019665,ortholog_one2one,97.597
Sulf2,SULF2,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000196562,ENSMUSG00000006800,ortholog_one2one,94.2529,ENSMMUG00000012029,ortholog_one2one,98.8506
Surf6,SURF6,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000281309,NA,NA,NA,NA,NA,NA
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096626,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101399,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095135,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099792,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000054727,ortholog_one2many,35.5932,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095606,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095153,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096457,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000073177,ortholog_one2many,25,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101146,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100535,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101158,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000020059,ortholog_one2many,71.6102,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100667,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000103371,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000104191,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094789,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000102045,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094759,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096650,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101471,ortholog_one2many,24.5763,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100045,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101396,ortholog_one2many,26.6949,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000073255,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095578,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000102668,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095979,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101155,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101243,ortholog_one2many,27.5424,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000081218,ortholog_one2many,16.1017,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000093993,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000103528,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000079655,ortholog_one2many,15.2542,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101928,ortholog_one2many,25,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099740,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096769,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000073245,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095887,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100231,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096178,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094647,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000073257,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000083628,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100708,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000103919,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096468,ortholog_one2many,13.1356,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100972,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000054626,ortholog_one2many,28.3898,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000073267,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101933,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099531,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094782,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094821,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094399,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000093923,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000093895,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099541,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094714,ortholog_one2many,13.1356,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095011,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100240,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099782,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100939,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100055,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095263,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101915,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095141,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099925,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101653,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096620,ortholog_one2many,15.2542,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101528,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096016,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000067909,ortholog_one2many,12.7119,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100892,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000084063,ortholog_one2many,15.2542,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101157,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094624,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100485,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000071788,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000102122,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000096902,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000101286,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094181,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100856,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094570,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000031125,ortholog_one2many,27.9661,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000080725,ortholog_one2many,15.678,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094616,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100902,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000073247,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095793,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100645,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099840,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100726,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000099894,ortholog_one2many,25.4237,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100032,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000094746,ortholog_one2many,25.8475,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000100467,ortholog_one2many,24.1525,ENSMMUG00000063989,ortholog_one2one,98.7288
Sycp3,SYCP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000139351,ENSMUSG00000095293,ortholog_one2many,14.8305,ENSMMUG00000063989,ortholog_one2one,98.7288
