GeneSymbol_Human,HumanEnsembl,MouseEnsembl,MacaqueEnsembl,Source,Daneman_Filter,Mouse_OrthoType,Macaque_OrthoType,Human_BBB_Datasets_N,PctId_Human_Mouse,PctId_Human_Macaque,dN_Human_Mouse,dS_Human_Mouse,dNdS_Human_Mouse,dN_Human_Macaque,dS_Human_Macaque,dNdS_Human_Macaque,Gene_Set,dN_Human_Mouse_v2,dS_Human_Mouse_v2,dNdS_Human_Mouse_v2,dN_Human_Macaque_v2,dS_Human_Macaque_v2,dNdS_Human_Macaque_v2
NA,ENSG00000169562,ENSMUSG00000047797,ENSMMUG00000000669,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,92.37089201877934,97.88732394366195,0.00611797967331976,0.3245789867798573,0.01884897027381883,0,0.0673498068509373,0,Liver_Control,0.0061463415211243854,0.3245789867798573,0.018936350692637674,0,0.0673498068509373,0
NA,ENSG00000169564,ENSMUSG00000051695,ENSMMUG00000038295,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,94.11764705882354,99.71988795518207,0,0.28379927166860514,0,0,0.00817124675120564,0,Liver_Control,0,0.2841771220649979,0,0,0.008193900762024578,0
NA,ENSG00000169567,ENSMUSG00000020267,ENSMMUG00000009985,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,88.71391076115485,98.68766404199476,0.02673037293121259,0.4761245393387963,0.05614155693032247,0.00400002134953832,0.0319363826751621,0.1252496686999327,Liver_Control,0.026970949521744947,0.4804096774258195,0.0561415616485152,0.004032279934624593,0.032199749986345325,0.12522705723909433
NA,ENSG00000169592,ENSMUSG00000030689,ENSMMUG00000020276,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,37.084398976982094,97.00680272108843,9.999999,9.999999,1,0.118364845267074,0.2288957489725812,0.5171124662575215,Liver_Control,0.03101412110147787,0.44111702721307755,0.07030814769817711,0.004415039724135998,0.07293705544662514,0.06053219035373446
NA,ENSG00000169599,ENSMUSG00000029993,ENSMMUG00000059210,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.04118404118404,93.0718954248366,1.3545523839651763,9.999999,0.13545525194204283,2.1090098383023204,9.999999,0.2109010049203325,Liver_Control,0.059451640135198165,0.4865753583698006,0.12218382849140197,0.014544752685658958,0.09303733194811498,0.15633243539023958
NA,ENSG00000169609,ENSMUSG00000025102,NA,Liver_Control,NA,ortholog_one2one,NA,NA,55.15873015873016,NA,2.3186663190647856,9.999999,0.23186665509314405,NA,NA,NA,Liver_Control,0.2360189646442853,0.8401828128804609,0.28091382140408705,NA,NA,NA
NA,ENSG00000169612,ENSMUSG00000038646,ENSMMUG00000050617,Liver_Control,NA,ortholog_many2many,ortholog_one2many,NA,84.44444444444444,98.8795518207283,0.21137188220620104,0.6640303541377219,0.31831659635601817,0.00318136322058371,0.04273608942420731,0.07444207608714137,Liver_Control,0.062323540704598515,0.5893794640724926,0.10574433705910871,0.003211661917922611,0.04273608942420731,0.07515104824035224
NA,ENSG00000169627,ENSMUSG00000047721,ENSMMUG00000007331,Liver_Control,NA,ortholog_one2many,ortholog_one2many,NA,50.10893246187363,96.51416122004358,9.999999,9.999999,1,0.03199154330193748,0.04972449482555072,0.643375934017509,Liver_Control,0.06777106925998494,0.3473084164887956,0.19513223994147366,0.03230643906621142,0.04972449482555072,0.6497087437399343
NA,ENSG00000169660,ENSMUSG00000039307,ENSMMUG00000019221,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,62.34357224118316,79.06712172923777,0.4871411536138811,1.2928801684824398,0.3767875519242274,0.27223366733101256,0.39080680152711744,0.696593985230635,Liver_Control,0.41879612006601463,1.2516861943393218,0.334585555037673,0.20657747684986705,0.3580060630362805,0.5770222858737797
NA,ENSG00000169682,ENSMUSG00000030741,ENSMMUG00000006922,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,81.01045296167247,88.78153515834676,2.478459278524528,9.999999,0.24784595263704803,0.04522689079641225,0.10456061525146072,0.43254231708224794,Liver_Control,0.03448774436814313,0.422825855897893,0.08156488986442559,0.032917871250515096,0.09408746616890198,0.34986457379373226
NA,ENSG00000169683,ENSMUSG00000025145,ENSMMUG00000010892,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.30203676105316,96.96969696969695,0.0960546803230022,0.4336395495944711,0.2215081175433148,0.01308867687699173,0.0738002541528617,0.17735273444832986,Liver_Control,0.09628195870889358,0.43363954959447115,0.22203223575648037,0.013119068437249082,0.0738002541528617,0.1777645427897266
NA,ENSG00000169688,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000169689,NA,ENSMMUG00000050845,Liver_Control,NA,NA,ortholog_one2one,NA,NA,40.26402640264026,NA,NA,NA,9.999999,9.999999,1,Liver_Control,NA,NA,NA,1.5723098974583922,9.999999,0.15723100546893976
NA,ENSG00000169692,ENSMUSG00000026922,ENSMMUG00000020990,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,80.64516129032258,80.96304591265398,0.1335809515453774,0.5674447150641007,0.23540786969931973,0.16590627271051023,0.3036205530269105,0.5464263570319156,Liver_Control,0.13417329705628497,0.5686630736301607,0.23594515501027025,0.14960455624340266,0.3026064016243339,0.4943866205088647
NA,ENSG00000169696,ENSMUSG00000025142,ENSMMUG00000010887,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,66.46586345381526,70.3601108033241,0.8039516277475569,1.3847329504652324,0.5805824346690466,2.1003630316739414,9.999999,0.21003632417102655,Liver_Control,0.10478950080796337,0.5178541673911254,0.20235330215816888,0.055345013090872204,0.1487531358595428,0.37205947135884676
NA,ENSG00000169710,ENSMUSG00000025153,ENSMMUG00000012811,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,80.65499867409176,92.1644685802948,0.7323937486543485,1.3013697982313124,0.5627868032973736,2.858949138164967,9.999999,0.28589494240599095,Liver_Control,0.10828162645726494,0.6138385708254863,0.17640081872282556,0.03392086163048167,0.10697482428214586,0.3170920060687875
NA,ENSG00000169714,ENSMUSG00000030057,ENSMMUG00000058753,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,94.44444444444444,98.33333333333331,0.6614950564193212,1.2079401502658784,0.5476223770471742,0.6384538039969456,0.7308534650578099,0.8735729315403115,Liver_Control,0,0.21464206286392254,0,0,0.016488691795144297,0
NA,ENSG00000169715,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000169718,ENSMUSG00000025155,ENSMMUG00000012803,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,83.85093167701864,91.05914718019255,0.33665188880112684,1.0077265943033866,0.3340706603400151,0.15093224483091108,0.2809810877587201,0.5371615792181621,Liver_Control,0.04398274469495749,0.5816863919780583,0.0756124697113708,0.0755345390263243,0.2498721966825838,0.3022926921408423
NA,ENSG00000169727,ENSMUSG00000025156,ENSMMUG00000012800,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,81.60714285714286,96.25,9.999999,9.999999,1,0.8076003722802212,0.9184334945740436,0.8793237366139122,Liver_Control,0.023242521218182884,0.580822882126307,0.040016538489488294,0.0014283402472552737,0.09414136375151799,0.01517229186338659
NA,ENSG00000169733,ENSMUSG00000025158,ENSMMUG00000012799,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,79.87987987987988,82.19533275713052,1.5326355000522218,1.9075325600016024,0.8034649222715939,9.999999,2.3626269039402628,4.2325764526436815,Liver_Control,0.10919169056620243,0.6279678631538224,0.17388101680524318,0.12766712133675992,0.48960584394210754,0.2607548968550622
NA,ENSG00000169738,ENSMUSG00000039450,ENSMMUG00000059256,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.72108843537416,95.64625850340136,0.09141340830556836,0.5442062055125843,0.16797568160669296,0.03047169521539879,0.0723373348611811,0.4212443722716004,Liver_Control,0.09198539467366537,0.5442062055125843,0.16902672873240196,0.030660773808442166,0.0723373348611811,0.42385821743753344
NA,ENSG00000169740,ENSMUSG00000059689,ENSMMUG00000062844,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,83.33333333333333,99.02676399026764,2.3793905646361075,9.999999,0.23793908025751875,0.00138774707831925,0.03031609046368715,0.04577592483376139,Liver_Control,0.021354008692518724,0.5296447993425558,0.040317602889758,0.0013935501049034743,0.030316090463687155,0.045967342212963745
NA,ENSG00000169750,ENSMUSG00000018012,ENSMMUG00000010895,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,89.46459412780656,96.89119170984456,0,0.49648635979019173,0,0,0.11797702486900756,0,Liver_Control,0,0.4984313150513552,0,0,0.11832509115239631,0
NA,ENSG00000169756,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000169762,ENSMUSG00000046985,ENSMMUG00000001747,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,90.25821596244133,70.67003792667509,1.5285303461893682,9.999999,0.1528530499042418,9.999999,9.999999,1,Liver_Control,0.02079129104995514,0.3618836716837471,0.05745296811325826,0.006028564551761215,0.03833724442219531,0.15725085729612281
NA,ENSG00000169764,ENSMUSG00000001891,ENSMMUG00000008770,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,90.21879021879022,96.71814671814673,2.04682360499881,9.999999,0.20468238096811908,2.073737385221664,9.999999,0.2073737592595423,Liver_Control,0.01204437076730172,0.3883533083006185,0.031013951754412128,0.007641316399786239,0.049970089762152455,0.15291780415359196
NA,ENSG00000169813,ENSMUSG00000042079,ENSMMUG00000020982,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,91.58653846153848,98.71794871794872,0.009043157692737,0.3825007608570843,0.02364219530563456,0,0.03835723462254085,0,Liver_Control,0.009066671512997716,0.3831510712454175,0.023663437723211517,0,0.0384521147010476,0
NA,ENSG00000169814,ENSMUSG00000021900,ENSMMUG00000020762,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,81.5509693558474,88.55981416957027,2.426306644566238,9.999999,0.24263068871969265,2.445838345972758,9.999999,0.2445838590556617,Liver_Control,0.09001238203499282,0.5641434890627752,0.15955582893375672,0.018384326629590435,0.0553565415153672,0.3321075725889933
NA,ENSG00000169826,ENSMUSG00000042042,ENSMMUG00000015405,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,90.48496009821976,98.46531614487417,0.03808645240091531,0.29754898489875276,0.1280006127860763,0.0042786834916218,0.04788036073524129,0.08936197275708029,Liver_Control,0.037163098774274476,0.297776307150158,0.12480206746446905,0.004289918554008849,0.04788036073524129,0.08959662141499591
NA,ENSG00000169856,ENSMUSG00000043013,ENSMMUG00000001425,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,93.8483547925608,98.99856938483548,0.0053006272855394,0.23952050990445167,0.02213016032595247,0.00222708485831852,0.03363998494917662,0.06620350341069435,Liver_Control,0.005317525785526993,0.23952050990445167,0.02220071169541278,0.0022343935181948498,0.03363998494917662,0.06642076450303346
NA,ENSG00000169857,ENSMUSG00000003604,ENSMMUG00000005278,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,76.21671258034894,94.5821854912764,1.28997654742188,3.494497107951881,0.3691451180447344,1.1221730514220245,9.999999,0.11221731636393407,Liver_Control,0.15057844287866926,0.5495262848836013,0.27401499622636655,0.02413990924791891,0.08481724952949124,0.2846108472254265
NA,ENSG00000169871,ENSMUSG00000043279,ENSMMUG00000017366,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,76.88243064729194,95.54673721340389,0.5710478254763618,1.32258356455046,0.43176691498541214,0.01417937757543322,0.12427128983925456,0.11410018833613392,Liver_Control,0.09897200998493061,0.7702829443893142,0.12848786372051418,0.014200451289162664,0.12436792976007782,0.11418097347569596
NA,ENSG00000169895,ENSMUSG00000031357,ENSMMUG00000019363,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,80.01816530426885,98.48914069877245,1.6083965351604186,9.999999,0.1608396696000088,0.00546358550317098,0.03369772625738324,0.16213513818232483,Liver_Control,0.07978506701953708,0.6236671524622334,0.1279289228309463,0.0054799511120354645,0.03379132759731646,0.16217034078503192
NA,ENSG00000169902,ENSMUSG00000034118,ENSMMUG00000001744,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,89.21832884097034,95.93280282935456,0.01729001272066708,0.4901995840665315,0.03527137370708258,0.01760102180145619,0.06569016410288611,0.26793998830462484,Liver_Control,0.017341341799088524,0.4866839347103823,0.035631629816192875,0.012781327737012517,0.06130336776928515,0.20849307635291697
NA,ENSG00000169903,ENSMUSG00000027801,ENSMMUG00000018980,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,86.86371100164203,96.22331691297208,0.06798703201590539,0.4274234021017067,0.15906249325985117,0.03238400872263548,0.07020888628658825,0.4612522778163152,Liver_Control,0.06836897046295004,0.4290575798572991,0.1593468421783598,0.032557891735578666,0.0703655429346404,0.46269651846245724
NA,ENSG00000169905,ENSMUSG00000050565,ENSMMUG00000031279,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,72.69715043074883,97.09837225760792,3.017625889780134,9.999999,0.30176261915427527,0.02480715400858605,0.04279360963069134,0.5796929546881341,Liver_Control,0.18788735289076716,0.5459058915397857,0.3441753529364024,0.02486615204342458,0.04284338236792168,0.5803965669629932
NA,ENSG00000169925,ENSMUSG00000026918,ENSMMUG00000005463,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,85.8355674709562,97.38651994497936,1.6103252788918243,9.999999,0.16103254399243683,0.00551958396743119,0.07636230230472636,0.07228152898540308,Liver_Control,0.021379728077750234,0.5039189483557814,0.042426918351670166,0.005531103157069517,0.07636230230472636,0.0724323781516888
NA,ENSG00000169957,ENSMUSG00000047371,ENSMMUG00000016879,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,83.15850815850816,97.65865680837956,0.8456431793565462,2.1074122313076677,0.40127088890995816,0.00581713501427279,0.07025748504994564,0.08279737041736443,Liver_Control,0.04777770255355422,0.42896959593769046,0.11137782958513946,0.0058319463976023896,0.07025748504994564,0.08300818615207323
NA,ENSG00000169967,ENSMUSG00000024383,ENSMMUG00000018568,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,91.98924731182797,98.38969404186795,0.01881489721761428,0.27757283378677283,0.0677836406428289,3.065447428438544,9.999999,0.3065447734983317,Liver_Control,0.018848364553444002,0.2779282844136149,0.06781736732269296,6.24709568509681e-4,0.04977442384611426,0.012550814660177132
NA,ENSG00000169972,ENSMUSG00000051557,ENSMMUG00000016279,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,77.5219298245614,74.20736932305056,0.11804488967392364,0.5924232510521843,0.19925769196983376,0.06320604557561676,0.17521099239758328,0.3607424666152886,Liver_Control,0.11699183225970045,0.5923844477512914,0.19749308528237844,0.02817111003089918,0.118331177525164,0.23807005575439646
NA,ENSG00000169976,ENSMUSG00000078348,NA,Liver_Control,NA,ortholog_one2one,NA,NA,90.80459770114942,NA,0.00441265768128641,0.6965611382099706,0.00633491798383427,NA,NA,NA,Liver_Control,0.004471893083760382,0.6965611382099706,0.006419957758844105,NA,NA,NA
NA,ENSG00000170017,ENSMUSG00000022636,ENSMMUG00000009107,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,89.21232876712328,98.0593607305936,0.03595289158307721,0.39705029231232625,0.09054996880545318,0.00585707159689032,0.05782113267697304,0.10129638292649489,Liver_Control,0.0360217203730588,0.39754341648827707,0.09061078332338833,0.005867670004000506,0.05788574047977926,0.1013664152063531
NA,ENSG00000170027,ENSMUSG00000051391,ENSMMUG00000058269,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,92.47311827956987,97.8494623655914,0,0.39800731787839816,0,0,0.07763678785643562,0,Liver_Control,0,0.3988301810036399,0,0,0.07786933542021726,0
NA,ENSG00000170035,ENSMUSG00000027011,ENSMMUG00000008069,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,95.51282051282053,99.51923076923076,0,0.20104259447348763,0,0.00251256810133648,0.00902123616016188,0.27851705206788446,Liver_Control,0,0.20154571935553217,0,0.0025252578930342858,0.009062506670438914,0.2786489417184598
NA,ENSG00000170088,ENSMUSG00000025521,ENSMMUG00000021912,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,80.63725490196079,91.90140845070422,0.13496558020253835,0.5843397538085252,0.23097107346005333,2.395882770315563,9.999999,0.2395883009903864,Liver_Control,0.11684753728949779,0.5378404237364605,0.21725317051801332,0.035316078970078234,0.08094805586521742,0.43628075551167383
NA,ENSG00000170142,ENSMUSG00000021774,ENSMMUG00000006351,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,91.06529209621992,99.14089347079036,0.00734961276196584,0.39460240063259855,0.01862536251726665,9.999999,9.999999,1,Liver_Control,0.0073904041431801905,0.39632498886243206,0.018647333251412684,0,0.03252608530533238,0
NA,ENSG00000170144,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver_Control,NA,NA,NA,NA,NA,NA
NA,ENSG00000170145,ENSMUSG00000037112,ENSMMUG00000030914,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,88.41201716738198,83.95176252319109,0.10786680539220052,0.4742037496234134,0.22746932194834485,9.999999,9.999999,1,Liver_Control,0.045871548950686666,0.3641630762647391,0.1259643053908601,0.009930122267980006,0.07258610698721944,0.13680472310945738
NA,ENSG00000170214,ENSMUSG00000050541,ENSMMUG00000050043,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,89.89123480486245,98.2085732565579,0.20183694151971027,0.5334564218305116,0.3783569439976437,0.19539101621306465,0.24154341648875977,0.8089271032653343,Liver_Control,0.01836415679258096,0.3702594457695441,0.04959807778681527,0.0025972315367256953,0.04155082769085316,0.06250733573948612
NA,ENSG00000170242,ENSMUSG00000059263,ENSMMUG00000022860,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,86.94822238129325,98.81298449612405,0.8211889348300325,2.1091392565065075,0.3893478973930894,0.00110439353723789,0.03666202808506057,0.03012363458659625,Liver_Control,0.0248625149843531,0.4288696157391428,0.05797219964278273,0.0011053081642636142,0.036662028085060576,0.030148582116056383
NA,ENSG00000170248,NA,ENSMMUG00000014069,Liver_Control,NA,NA,ortholog_one2one,NA,NA,98.093058733791,NA,NA,NA,0.8099785944920629,1.3252562961562515,0.6111863771870464,Liver_Control,NA,NA,NA,0.0016573803809932976,0.04290911384725638,0.03862536958682196
NA,ENSG00000170260,ENSMUSG00000052763,NA,Liver_Control,NA,ortholog_one2one,NA,NA,81.62307176391684,NA,0.6403215953566994,1.3186865115698736,0.4855752976455394,NA,NA,NA,Liver_Control,0.11949132141153047,0.5162911224064477,0.23144175103104234,NA,NA,NA
NA,ENSG00000170265,ENSMUSG00000025821,ENSMMUG00000011788,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.92881688757977,82.0125786163522,0.30721005986539107,0.7639481903445915,0.4021346784352207,2.812382470984848,9.999999,0.2812382752223123,Liver_Control,0.04684643721978585,0.5136477853570254,0.09120342490569469,0.008783562809272241,0.09058522932604948,0.09696462518913515
NA,ENSG00000170270,ENSMUSG00000091931,ENSMMUG00000049891,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,77.22772277227723,96.36963696369637,0.5342354130615665,0.8577783918145689,0.622812859544561,0.0253373438387977,0.05901125187433187,0.42936462172934664,Liver_Control,0.22294505824296512,0.4233310920425848,0.5266446581262169,0.02563845547007191,0.05937599318513878,0.43179834297894254
NA,ENSG00000170271,ENSMUSG00000086962,ENSMMUG00000009413,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,74.28288822947577,93.8095238095238,9.999999,9.999999,1,9.999999,9.999999,1,Liver_Control,0.13654035125234254,0.584124344393562,0.23375220115863987,0.010205173885600244,0.041198344189161344,0.2477083505769892
NA,ENSG00000170275,ENSMUSG00000032431,ENSMMUG00000009010,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,85.82089552238806,97.59535655058043,1.9984244850191673,9.999999,0.19984246848616355,0.00357155620214139,0.07402145625606678,0.04825028286104102,Liver_Control,0.05876303154085737,0.5805512699768547,0.10121936610904343,0.0035811732514600195,0.07415778533708162,0.04829126483729149
NA,ENSG00000170293,ENSMUSG00000041012,ENSMMUG00000012675,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,86.7816091954023,99.04214559386972,0.03962284554586309,0.5741526462177408,0.06901099525863125,0.00818434794248669,0.01148115150525328,0.7128507919037465,Liver_Control,0.03996456061082526,0.5741526462177408,0.06960615939697187,0.008252333130502913,0.01148115150525328,0.718772252654884
NA,ENSG00000170296,ENSMUSG00000018567,ENSMMUG00000010545,Liver_Control,NA,ortholog_one2one,ortholog_one2many,NA,95.48022598870055,99.15254237288136,0,0.18584663228994153,0,0,0.03792053448577194,0,Liver_Control,0,0.18584663228994153,0,0,0.03792053448577194,0
NA,ENSG00000170310,ENSMUSG00000020903,ENSMMUG00000009398,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,88.88888888888889,83.13570487483531,0.03338080401958093,0.4246312083150696,0.07861128284008016,1.4983530909013685,9.999999,0.14983532407366926,Liver_Control,0.03358441828199323,0.42463120831506956,0.07909079131337453,0.020158387936556246,0.10843481888749369,0.1859032748279087
NA,ENSG00000170315,ENSMUSG00000019505,ENSMMUG00000023316,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,69.93464052287581,98.2608695652174,0.00745330226479199,0.3276549384555163,0.02274741317779308,0,0.06120601367417185,0,Liver_Control,0.005175814419875177,0.3229753352673823,0.016025416973683964,0,0.061377590340000024,0
NA,ENSG00000170340,ENSMUSG00000051650,ENSMMUG00000014181,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.92462311557789,97.31993299832496,0.07459267706150546,0.5000134790438885,0.14918133247955526,0.00686051468734775,0.08587732120617972,0.07988738576133035,Liver_Control,0.07334996127339688,0.5005459517148171,0.14653991511090586,0.006879439364802443,0.08600328068130587,0.07999042955459947
NA,ENSG00000170345,ENSMUSG00000021250,ENSMMUG00000040100,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,88.36395450568679,97.46281714785653,0.03295649733300229,0.4438970640467725,0.07424355780269305,0.00822499700752751,0.07382563033714973,0.11141113147243416,Liver_Control,0.033086574749087175,0.4438970640467725,0.07453659289262818,0.008258962748560191,0.07382563033714973,0.1118712120823465
NA,ENSG00000170348,ENSMUSG00000021248,ENSMMUG00000015168,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,89.39393939393939,97.87878787878788,0.03434639928820399,0.39106285815373454,0.08782833391633868,0.00720102373862131,0.0497320947694273,0.14479630854094103,Liver_Control,0.034525702295853555,0.392166028861891,0.08803848307833023,0.0072401447559820465,0.04990489280483946,0.14507885598103004
NA,ENSG00000170421,ENSMUSG00000049382,ENSMMUG00000004431,Liver_Control,NA,ortholog_one2one,ortholog_one2many,NA,80.73217726396918,88.99739583333333,1.8969921937649368,9.999999,0.1896992383464175,2.048379642211618,9.999999,0.20483798470496023,Liver_Control,0.04790901148873375,0.4897491715984098,0.09782356819996571,0.009722656440435726,0.06459795805294972,0.15051027514625537
NA,ENSG00000170430,ENSMUSG00000054612,ENSMMUG00000011446,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,65.30054644808743,94.97907949790796,2.7062050599587097,9.999999,0.2706205330579243,0.0468941803753008,0.07367838824447032,0.6364713112304039,Liver_Control,0.21501446394741838,0.5903642326063521,0.36420645437506965,0.047199008392178464,0.07367838824447032,0.6406085898020554
NA,ENSG00000170445,ENSMUSG00000001380,ENSMMUG00000004481,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,87.91423001949317,97.40090968161144,0.05954551008296024,0.4897675008871637,0.12157913698867248,0.03321788610481852,0.10877337915763469,0.30538617409944635,Liver_Control,0.029970947308232472,0.42887721102238696,0.06988234986136398,0.0038920054178578595,0.06185637261564983,0.06292003965446191
NA,ENSG00000170456,ENSMUSG00000030313,ENSMMUG00000003221,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,86.97201017811705,93.0957683741648,2.338916275821134,9.999999,0.23389165097127848,2.111466844292634,9.999999,0.21114670554393392,Liver_Control,0.040821477456615324,0.3962552509842635,0.10301813630284604,0.02307272126672371,0.0865524397788389,0.26657505352454236
NA,ENSG00000170458,ENSMUSG00000051439,ENSMMUG00000010007,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,71.89716312056737,96.63120567375888,2.3818723337973284,9.999999,0.23818725719845857,0.02459782730992178,0.05698886712917897,0.4316251322238936,Liver_Control,0.2313018909622916,0.6559962199774888,0.35259637772033037,0.0246745461815848,0.05707555296576793,0.43231374729534017
NA,ENSG00000170473,ENSMUSG00000064030,ENSMMUG00000011002,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,84.8780487804878,66.44144144144144,0.4468128183202804,0.936895574404394,0.4769078118490735,2.763942993672289,9.999999,0.27639432700666156,Liver_Control,0.05353304103211589,0.5554920969075171,0.09637048183068662,0.03202619851823076,0.1372160094962957,0.23339986810427793
NA,ENSG00000170482,ENSMUSG00000024354,ENSMMUG00000001002,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,85.24590163934427,97.40187949143171,2.3089033115980224,2.9071898134101475,0.7942045273231292,0.01168391719044196,0.06439001472960176,0.18145542037080103,Liver_Control,0.04813243611225324,0.4660861856344883,0.10326939007370499,0.011711654908771825,0.06439001472960176,0.1818861970750206
NA,ENSG00000170485,ENSMUSG00000026077,ENSMMUG00000009871,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,85.28347406513872,98.22222222222224,0.3326202588979603,0.7969268124575921,0.4173786773119275,0.00428844547408026,0.04912323757076991,0.08729973198330154,Liver_Control,0.06195809680648632,0.4376419826254347,0.14157256219980727,0.004293979031194654,0.04799055251466381,0.08947550728620185
NA,ENSG00000170502,ENSMUSG00000029310,ENSMMUG00000019043,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,82.90598290598291,96.20132953466286,0.0624110331017689,0.7162052515850621,0.08714126706505514,0.02233166333407774,0.0804204237002105,0.27768646702640154,Liver_Control,0.06261499924203598,0.7189975667865223,0.08708652453705315,0.02240249836811285,0.08058570633891009,0.2779959298724419
NA,ENSG00000170509,ENSMUSG00000034528,ENSMMUG00000019040,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,74.53551912568307,96.4562569213732,0.18247842520982888,0.7993323762922413,0.22828854506840784,0.01815791121693853,0.07136550231538388,0.2544354152611959,Liver_Control,0.16977202472508646,0.8338948311957453,0.20358925175449952,0.01824249763908957,0.07136550231538388,0.25562067171433794
NA,ENSG00000170515,ENSMUSG00000025364,NA,Liver_Control,NA,ortholog_one2one,NA,NA,92.1518987341772,NA,0.00518475158434107,0.33265667610175564,0.01558589367602268,NA,NA,NA,Liver_Control,0.005204991708164859,0.33265667610175564,0.015646737558853967,NA,NA,NA
NA,ENSG00000170540,ENSMUSG00000030654,ENSMMUG00000057739,Liver_Control,NA,ortholog_one2one,ortholog_one2one,NA,91.01307189542484,81.3588850174216,0.01929930614079088,0.3272452119586222,0.05897506039975658,2.703067056757422,9.999999,0.27030673270641553,Liver_Control,0.01551798039940512,0.3241125216279255,0.04787837360143538,0.08535786877204499,0.13056082635441077,0.6537785578986672
